age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,retired,married,secondary,no,7624,no,no,unknown,7,may,126,5,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,26,may,245,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746,2,-1,0,unknown,no
32,services,married,secondary,no,1066,yes,no,unknown,19,may,180,9,-1,0,unknown,no
26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1,0,unknown,no
36,technician,married,secondary,no,145,yes,yes,cellular,5,feb,267,2,-1,0,unknown,no
34,technician,married,secondary,no,256,yes,no,cellular,12,aug,201,2,267,1,failure,no
23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
46,management,married,tertiary,no,1285,yes,no,unknown,27,may,89,1,-1,0,unknown,no
56,unknown,married,unknown,no,1032,no,no,telephone,29,jul,225,4,-1,0,unknown,no
34,self-employed,single,tertiary,no,366,yes,no,cellular,8,may,348,4,-1,0,unknown,no
39,blue-collar,married,primary,no,-197,yes,no,unknown,20,may,204,2,-1,0,unknown,no
35,admin.,married,secondary,no,-521,no,yes,unknown,9,jun,71,2,-1,0,unknown,no
37,blue-collar,married,primary,no,907,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
58,retired,married,tertiary,no,0,no,no,cellular,19,aug,207,4,-1,0,unknown,no
29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown,no
40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,no
63,retired,married,secondary,no,415,yes,no,cellular,7,oct,323,1,-1,0,unknown,no
32,self-employed,single,secondary,no,4,yes,no,unknown,23,may,233,2,-1,0,unknown,no
47,technician,divorced,secondary,no,22,no,no,cellular,18,may,17,6,-1,0,unknown,no
29,services,single,tertiary,no,1788,no,no,cellular,4,feb,303,1,100,1,success,no
37,unemployed,married,secondary,no,1038,no,no,unknown,20,jun,307,3,-1,0,unknown,no
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no
46,management,single,tertiary,no,2278,no,no,cellular,12,aug,218,5,-1,0,unknown,no
42,unemployed,married,secondary,no,396,no,yes,unknown,20,jun,47,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52,1,-1,0,unknown,no
51,unemployed,married,tertiary,no,174,no,yes,cellular,11,jul,222,7,-1,0,unknown,no
46,technician,married,secondary,no,591,no,no,telephone,29,aug,81,2,-1,0,unknown,no
27,admin.,single,secondary,no,349,yes,no,unknown,27,may,165,3,-1,0,unknown,no
40,services,married,secondary,no,574,yes,no,unknown,15,may,68,3,-1,0,unknown,no
30,management,single,tertiary,no,1761,yes,no,cellular,15,may,229,2,294,1,other,no
37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,-1,0,unknown,no
37,blue-collar,married,primary,no,1796,yes,yes,cellular,17,apr,232,2,-1,0,unknown,no
36,technician,divorced,secondary,no,664,yes,yes,cellular,30,jul,266,4,-1,0,unknown,no
52,technician,married,primary,no,-50,yes,no,cellular,15,may,129,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,5210,yes,yes,unknown,30,may,123,4,-1,0,unknown,no
32,self-employed,married,tertiary,no,1214,no,no,cellular,11,aug,104,2,-1,0,unknown,no
46,technician,married,secondary,no,488,no,no,unknown,5,jun,92,1,-1,0,unknown,no
25,technician,single,tertiary,no,43,yes,yes,unknown,28,may,738,1,-1,0,unknown,no
30,technician,single,secondary,no,2782,no,no,cellular,14,aug,205,2,-1,0,unknown,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
32,management,single,tertiary,no,887,yes,no,cellular,24,jul,53,5,-1,0,unknown,no
39,retired,married,secondary,no,439,no,no,unknown,20,may,56,1,-1,0,unknown,no
31,services,single,primary,yes,-357,yes,yes,cellular,11,jul,215,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,-336,yes,no,cellular,13,may,318,3,303,2,failure,no
36,blue-collar,married,unknown,no,-417,yes,no,unknown,27,may,597,3,-1,0,unknown,no
35,management,single,tertiary,no,2187,yes,no,cellular,29,jul,229,1,174,13,other,no
35,technician,single,tertiary,no,1362,yes,no,unknown,21,may,230,1,-1,0,unknown,no
29,services,single,secondary,no,9,no,yes,cellular,8,jul,202,2,-1,0,unknown,no
47,technician,divorced,tertiary,no,48,no,no,unknown,27,may,27,2,-1,0,unknown,no
28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
40,management,single,secondary,no,9916,no,no,cellular,18,nov,411,3,8,1,failure,no
34,blue-collar,married,secondary,no,6411,yes,yes,unknown,9,may,226,2,-1,0,unknown,no
31,services,single,secondary,no,-475,yes,no,telephone,12,may,232,3,-1,0,unknown,no
45,admin.,divorced,secondary,no,109,yes,no,unknown,16,may,122,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,1076,no,no,cellular,31,jul,78,23,-1,0,unknown,no
40,blue-collar,married,primary,no,-616,yes,no,unknown,17,jun,370,2,-1,0,unknown,no
31,technician,married,secondary,no,13,no,no,cellular,29,aug,245,2,-1,0,unknown,no
29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no
56,housemaid,married,primary,no,1168,no,no,telephone,17,nov,673,2,-1,0,unknown,no
55,management,single,secondary,no,1507,yes,no,cellular,30,jul,114,3,-1,0,unknown,no
51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,no
40,housemaid,married,primary,no,84,no,yes,unknown,1,jul,428,2,-1,0,unknown,no
39,management,married,tertiary,no,588,yes,yes,cellular,2,feb,2256,2,-1,0,unknown,no
32,technician,single,secondary,no,471,yes,no,unknown,3,jun,379,2,-1,0,unknown,no
41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,no
31,admin.,married,secondary,no,7634,yes,yes,unknown,3,jun,216,1,-1,0,unknown,no
37,unemployed,married,secondary,no,1152,no,no,cellular,29,jan,222,1,-1,0,unknown,no
40,blue-collar,married,primary,no,143,no,yes,cellular,8,jul,167,2,-1,0,unknown,no
33,admin.,single,tertiary,no,1371,yes,no,cellular,5,may,362,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,778,yes,no,cellular,20,nov,106,3,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,may,117,2,-1,0,unknown,no
34,management,married,tertiary,no,-304,yes,no,unknown,28,may,279,2,-1,0,unknown,no
36,management,married,unknown,no,-35,yes,yes,unknown,21,may,17,2,-1,0,unknown,no
39,technician,married,secondary,no,5574,no,no,cellular,14,aug,102,2,-1,0,unknown,no
36,technician,single,secondary,no,159,yes,no,cellular,22,aug,251,4,-1,0,unknown,no
31,management,married,secondary,yes,0,no,yes,cellular,23,jul,111,1,-1,0,unknown,no
59,admin.,divorced,secondary,no,3304,yes,no,unknown,2,jun,250,2,-1,0,unknown,no
58,services,married,secondary,no,2745,yes,no,cellular,7,may,161,1,324,2,failure,no
32,management,single,tertiary,no,9317,no,no,cellular,2,nov,92,3,-1,0,unknown,no
20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,no
39,services,married,secondary,no,20928,no,no,cellular,14,may,1166,1,352,1,other,no
32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no
36,unknown,single,primary,no,3415,no,no,telephone,10,jul,150,10,-1,0,unknown,no
36,blue-collar,single,primary,no,736,yes,no,unknown,16,jun,323,2,-1,0,unknown,no
22,student,single,primary,no,110,yes,no,cellular,18,may,237,2,-1,0,unknown,no
37,entrepreneur,married,secondary,no,2971,no,no,cellular,17,nov,361,2,188,11,other,no
36,services,married,primary,no,179,no,no,unknown,9,jun,411,1,-1,0,unknown,no
63,retired,married,primary,no,3738,no,no,telephone,9,nov,301,1,456,4,failure,no
43,technician,married,secondary,no,90,yes,no,cellular,17,apr,54,2,-1,0,unknown,no
23,blue-collar,married,primary,no,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no
38,technician,single,secondary,no,1932,yes,no,cellular,11,jul,159,1,-1,0,unknown,no
31,student,single,tertiary,no,25,yes,no,cellular,8,may,85,2,368,2,failure,no
27,admin.,married,secondary,no,132,yes,no,unknown,27,may,21,1,-1,0,unknown,no
57,housemaid,married,primary,no,1142,no,no,cellular,5,aug,238,2,-1,0,unknown,no
42,services,divorced,secondary,no,55,yes,no,unknown,6,may,176,5,-1,0,unknown,no
49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,unknown,no
31,admin.,single,secondary,no,6981,yes,no,cellular,20,nov,627,3,-1,0,unknown,no
30,admin.,married,secondary,no,111,no,yes,cellular,21,nov,86,3,133,1,failure,no
42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,no
55,blue-collar,married,unknown,no,-102,yes,no,unknown,23,may,35,1,-1,0,unknown,no
30,student,single,tertiary,no,699,no,no,cellular,28,jan,396,1,-1,0,unknown,no
49,admin.,married,secondary,no,949,no,no,cellular,4,aug,91,1,-1,0,unknown,no
39,services,married,secondary,no,27,no,yes,cellular,7,jul,290,1,-1,0,unknown,no
54,unemployed,married,secondary,no,3250,no,no,cellular,31,jul,94,3,-1,0,unknown,no
37,management,single,tertiary,no,156,no,no,cellular,5,feb,7,10,-1,0,unknown,no
44,housemaid,divorced,primary,no,629,no,no,cellular,30,jul,432,4,-1,0,unknown,no
31,technician,married,tertiary,no,3338,yes,no,cellular,27,sep,162,2,95,4,failure,no
31,technician,single,secondary,no,1447,yes,no,cellular,21,nov,225,2,95,13,other,no
43,management,divorced,tertiary,no,20,no,no,cellular,6,apr,590,2,255,2,failure,no
58,blue-collar,married,primary,no,0,yes,no,cellular,31,jul,5,25,-1,0,unknown,no
42,technician,married,secondary,no,300,yes,no,cellular,19,nov,76,1,-1,0,unknown,no
35,management,married,tertiary,no,750,yes,no,cellular,18,aug,233,12,-1,0,unknown,no
44,blue-collar,married,primary,no,112,yes,no,unknown,14,may,225,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1239,no,no,telephone,31,jul,67,4,-1,0,unknown,no
30,technician,single,secondary,no,865,no,no,cellular,4,feb,114,1,-1,0,unknown,no
43,blue-collar,married,primary,no,2047,yes,no,unknown,13,may,163,2,-1,0,unknown,no
50,admin.,married,secondary,no,100,yes,no,unknown,18,jun,23,1,-1,0,unknown,no
31,management,single,tertiary,no,74,yes,yes,cellular,15,may,13,11,-1,0,unknown,no
49,blue-collar,divorced,primary,no,380,yes,no,unknown,14,may,349,2,-1,0,unknown,no
30,technician,married,secondary,no,-146,yes,yes,cellular,18,may,167,1,-1,0,unknown,no
59,housemaid,divorced,primary,no,259,no,no,cellular,31,jul,166,4,-1,0,unknown,no
33,technician,single,tertiary,no,0,no,no,cellular,28,aug,56,2,-1,0,unknown,no
51,self-employed,divorced,tertiary,no,1357,yes,no,cellular,17,nov,233,3,-1,0,unknown,no
34,blue-collar,married,primary,no,1309,yes,no,cellular,12,may,456,2,364,1,failure,no
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53,4,-1,0,unknown,no
29,admin.,married,secondary,no,544,no,yes,cellular,24,jul,97,2,-1,0,unknown,no
41,admin.,married,secondary,no,-18,yes,yes,unknown,2,jun,83,6,-1,0,unknown,no
54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,30,jul,740,3,-1,0,unknown,no
22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,no
38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,no
31,management,married,tertiary,no,512,yes,no,cellular,14,aug,96,3,-1,0,unknown,no
39,management,married,tertiary,no,1301,no,no,cellular,8,feb,185,2,179,1,failure,no
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
37,retired,married,secondary,no,71,no,yes,cellular,8,may,254,1,-1,0,unknown,no
53,management,married,tertiary,no,2385,no,no,cellular,8,aug,498,8,-1,0,unknown,no
34,admin.,married,tertiary,no,221,yes,no,unknown,8,may,185,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,8150,yes,no,unknown,15,may,347,1,-1,0,unknown,no
54,technician,divorced,secondary,no,0,yes,yes,cellular,3,feb,62,2,203,5,failure,no
34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,667,yes,no,cellular,20,apr,152,5,-1,0,unknown,no
42,blue-collar,married,tertiary,no,1993,yes,no,cellular,20,apr,97,2,-1,0,unknown,no
43,management,single,primary,no,0,no,no,unknown,20,jun,280,1,-1,0,unknown,no
39,housemaid,married,secondary,no,-146,yes,yes,cellular,20,aug,239,2,-1,0,unknown,no
39,technician,single,secondary,no,1963,yes,no,unknown,6,jun,100,4,-1,0,unknown,no
37,management,single,tertiary,no,1517,no,yes,cellular,6,may,60,1,-1,0,unknown,no
41,self-employed,divorced,tertiary,no,4717,yes,no,cellular,19,nov,182,2,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,cellular,26,aug,73,4,-1,0,unknown,no
43,services,married,secondary,no,778,no,no,cellular,14,jul,619,2,-1,0,unknown,no
26,technician,single,tertiary,no,1066,no,no,cellular,4,jun,112,1,50,1,success,no
26,unemployed,single,tertiary,no,23494,no,no,cellular,3,feb,136,1,-1,0,unknown,no
58,management,married,tertiary,no,2183,yes,no,cellular,22,jul,209,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,23,no,yes,cellular,6,feb,384,5,-1,0,unknown,no
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,may,232,2,-1,0,unknown,no
35,management,married,secondary,no,0,no,yes,unknown,4,jul,121,1,-1,0,unknown,no
45,management,single,tertiary,no,1088,no,no,unknown,14,may,132,1,-1,0,unknown,no
28,student,single,secondary,no,29,no,yes,cellular,6,feb,402,1,-1,0,unknown,no
30,management,married,tertiary,no,1185,yes,no,cellular,18,nov,342,2,120,4,failure,no
47,management,married,secondary,no,651,yes,no,unknown,14,may,143,3,-1,0,unknown,no
35,management,single,tertiary,no,870,yes,no,unknown,29,may,188,6,-1,0,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,19,nov,124,2,-1,0,unknown,no
58,retired,divorced,secondary,no,-808,yes,no,cellular,8,may,75,4,-1,0,unknown,no
29,self-employed,single,tertiary,no,7752,no,no,cellular,3,jun,180,1,-1,0,unknown,no
35,technician,married,secondary,no,840,yes,no,cellular,29,jul,281,4,-1,0,unknown,no
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
41,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168,7,-1,0,unknown,no
35,management,single,secondary,no,73,yes,no,unknown,28,may,79,2,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,-1,yes,no,telephone,20,apr,151,1,-1,0,unknown,no
44,technician,single,tertiary,no,607,yes,no,unknown,13,may,119,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,no
48,self-employed,divorced,secondary,yes,7,no,no,unknown,20,jun,633,2,-1,0,unknown,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
36,technician,divorced,secondary,no,3270,no,no,telephone,5,feb,44,1,-1,0,unknown,no
52,blue-collar,married,primary,no,134,yes,no,cellular,15,may,81,2,295,3,failure,no
49,self-employed,married,primary,no,5711,no,no,cellular,20,nov,89,1,-1,0,unknown,no
31,management,married,tertiary,no,5889,yes,no,unknown,23,may,237,1,-1,0,unknown,no
29,management,single,tertiary,no,2389,no,no,cellular,4,jun,277,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,no
29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,360,2,-1,0,unknown,no
59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
55,admin.,married,secondary,no,139,yes,no,unknown,30,may,26,25,-1,0,unknown,no
29,blue-collar,married,primary,no,79,yes,no,cellular,18,may,27,4,356,2,failure,no
35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no
35,services,divorced,primary,no,55,no,no,cellular,20,nov,165,4,-1,0,unknown,no
31,technician,single,secondary,no,106,yes,no,cellular,8,may,94,1,-1,0,unknown,no
32,services,single,secondary,no,0,no,no,cellular,29,jan,96,1,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,cellular,21,aug,234,4,-1,0,unknown,no
29,student,single,secondary,no,948,yes,no,unknown,6,may,75,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,144,no,yes,cellular,25,jul,71,2,-1,0,unknown,no
42,admin.,married,secondary,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no
52,self-employed,married,secondary,no,-332,yes,no,telephone,21,nov,70,1,-1,0,unknown,no
32,services,married,secondary,no,198,no,no,cellular,30,jan,320,2,-1,0,unknown,no
58,unemployed,divorced,primary,no,414,no,no,cellular,29,jan,267,1,-1,0,unknown,no
38,management,married,tertiary,no,661,yes,no,cellular,2,feb,366,1,-1,0,unknown,no
37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,unknown,no
47,management,married,tertiary,no,19,no,no,cellular,25,jul,186,2,-1,0,unknown,no
22,student,single,unknown,no,47,no,no,cellular,3,jul,69,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,13408,no,no,cellular,1,apr,647,2,-1,0,unknown,no
51,technician,married,secondary,no,195,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,no
24,technician,single,secondary,no,434,no,no,cellular,28,may,331,1,-1,0,unknown,no
58,entrepreneur,married,primary,no,1657,no,no,unknown,6,jun,172,2,-1,0,unknown,no
52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,no
43,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no
30,technician,single,secondary,no,601,no,no,cellular,27,feb,154,1,-1,0,unknown,no
58,technician,married,secondary,no,-942,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
58,management,married,tertiary,no,648,no,no,cellular,8,aug,110,2,-1,0,unknown,no
37,blue-collar,married,primary,no,623,no,no,cellular,26,mar,267,2,-1,0,unknown,no
54,self-employed,married,primary,no,1463,no,no,unknown,20,jun,60,1,-1,0,unknown,no
60,retired,married,secondary,yes,0,no,no,cellular,19,aug,316,2,-1,0,unknown,no
56,unemployed,divorced,secondary,no,763,no,no,unknown,6,jun,181,2,-1,0,unknown,no
36,unemployed,single,primary,no,0,no,no,telephone,20,nov,47,3,-1,0,unknown,no
32,management,single,tertiary,no,3367,no,no,cellular,25,aug,153,4,-1,0,unknown,no
53,blue-collar,married,primary,no,2295,no,no,cellular,21,aug,65,10,-1,0,unknown,no
33,services,married,secondary,no,0,yes,yes,cellular,7,may,172,2,-1,0,unknown,no
57,management,married,secondary,no,1502,no,no,telephone,17,nov,340,2,109,11,failure,no
32,blue-collar,married,primary,no,187,no,no,cellular,20,nov,485,1,134,1,failure,no
36,management,married,tertiary,no,4359,no,no,cellular,31,jul,74,6,-1,0,unknown,no
25,admin.,single,secondary,no,0,yes,no,cellular,5,may,461,1,-1,0,unknown,no
47,housemaid,married,primary,no,0,no,yes,telephone,23,jul,203,4,-1,0,unknown,no
37,management,married,tertiary,no,489,yes,no,cellular,21,nov,202,1,106,5,failure,no
30,blue-collar,single,primary,no,3195,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no
40,unemployed,divorced,secondary,no,388,no,no,cellular,29,jan,95,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,746,yes,no,cellular,11,may,261,1,-1,0,unknown,no
37,technician,married,secondary,no,135,yes,no,cellular,12,may,268,3,-1,0,unknown,no
35,management,single,tertiary,no,4,yes,no,unknown,30,may,449,1,-1,0,unknown,no
49,technician,divorced,secondary,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,no
27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,no
45,self-employed,single,secondary,no,2762,yes,no,cellular,15,may,18,6,-1,0,unknown,no
59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,unknown,no
55,management,single,tertiary,no,43074,yes,no,cellular,25,aug,92,6,-1,0,unknown,no
37,management,married,tertiary,no,1094,yes,no,cellular,15,jul,101,2,-1,0,unknown,no
59,retired,married,unknown,no,1491,no,no,unknown,9,jun,157,2,-1,0,unknown,no
31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure,no
29,services,married,secondary,no,1135,yes,no,cellular,26,may,407,2,98,1,success,no
35,services,married,secondary,no,322,yes,yes,unknown,20,jun,590,4,-1,0,unknown,no
35,unemployed,single,secondary,no,9,yes,no,cellular,13,may,84,2,364,2,failure,no
40,technician,divorced,tertiary,no,2611,yes,no,cellular,22,jul,637,2,-1,0,unknown,no
49,entrepreneur,married,secondary,no,2655,no,no,cellular,17,nov,63,1,-1,0,unknown,no
34,technician,married,tertiary,no,1611,yes,no,cellular,11,may,490,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,312,yes,no,cellular,14,may,20,2,-1,0,unknown,no
44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,no
34,management,single,tertiary,no,454,no,no,cellular,14,aug,76,3,-1,0,unknown,no
57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
51,technician,married,secondary,no,176,no,no,unknown,6,jun,217,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,2144,yes,no,unknown,23,may,157,1,-1,0,unknown,no
19,student,single,secondary,no,1803,no,no,cellular,23,jun,124,1,105,1,failure,no
57,admin.,single,secondary,no,7400,yes,no,cellular,11,may,485,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,-308,yes,no,cellular,13,may,168,4,310,11,failure,no
41,housemaid,married,secondary,no,876,no,no,unknown,19,jun,78,1,-1,0,unknown,no
31,management,single,secondary,yes,0,no,no,cellular,11,feb,112,4,85,2,failure,no
45,technician,married,secondary,no,1412,yes,no,cellular,11,may,764,4,-1,0,unknown,no
46,technician,single,secondary,no,401,no,no,unknown,19,aug,69,2,-1,0,unknown,no
55,blue-collar,married,unknown,no,-361,yes,no,telephone,11,may,82,2,350,1,failure,no
45,management,married,tertiary,no,1186,no,no,cellular,29,aug,25,7,-1,0,unknown,no
51,management,married,tertiary,no,21574,no,no,unknown,6,jun,197,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown,no
51,self-employed,married,secondary,no,383,yes,no,cellular,20,apr,164,1,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,9824,no,no,unknown,5,jun,69,1,-1,0,unknown,no
59,admin.,married,secondary,no,1675,no,yes,cellular,7,aug,113,2,-1,0,unknown,no
36,management,single,secondary,no,278,no,no,cellular,8,may,1243,2,-1,0,unknown,no
34,admin.,single,secondary,no,395,yes,no,cellular,11,may,150,2,364,8,failure,no
35,technician,married,secondary,no,222,yes,no,cellular,14,may,165,5,177,7,failure,no
40,unemployed,married,secondary,no,277,yes,no,unknown,26,may,228,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure,no
41,management,single,secondary,no,1286,yes,no,telephone,17,nov,661,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,no
55,blue-collar,married,primary,no,835,yes,no,unknown,16,jun,40,18,-1,0,unknown,no
43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,unknown,no
35,technician,married,secondary,no,1508,no,no,cellular,28,jul,339,8,-1,0,unknown,no
29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,unknown,no
62,management,married,tertiary,no,10373,no,no,cellular,12,aug,344,3,-1,0,unknown,no
28,unemployed,single,secondary,no,559,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown,no
83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown,no
30,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no
58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,-1,0,unknown,no
59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,116,4,failure,no
43,technician,married,secondary,no,764,yes,no,cellular,18,nov,164,5,127,5,failure,no
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,1168,yes,no,unknown,23,may,242,3,-1,0,unknown,no
49,technician,married,secondary,no,2,no,no,cellular,19,aug,177,8,-1,0,unknown,no
33,blue-collar,married,secondary,no,7,yes,no,telephone,11,may,32,5,-1,0,unknown,no
29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,142,1,353,1,failure,no
56,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198,2,-1,0,unknown,no
36,management,married,tertiary,no,1125,yes,yes,unknown,16,may,339,5,-1,0,unknown,no
50,self-employed,married,secondary,no,111,no,no,cellular,11,aug,277,3,-1,0,unknown,no
54,blue-collar,married,primary,no,489,yes,yes,cellular,20,apr,280,4,287,3,other,no
41,technician,married,secondary,no,1822,no,yes,cellular,31,jul,391,1,-1,0,unknown,no
38,blue-collar,single,unknown,no,840,no,no,unknown,9,jun,176,6,-1,0,unknown,no
33,admin.,single,tertiary,no,2,no,no,cellular,29,jan,132,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10,5,324,27,other,no
54,services,married,secondary,no,3601,no,no,telephone,18,aug,238,3,-1,0,unknown,no
49,management,married,tertiary,no,224,yes,no,cellular,28,jul,68,3,-1,0,unknown,no
34,technician,married,secondary,no,1234,yes,no,cellular,8,may,106,1,288,6,failure,no
29,technician,married,tertiary,no,1337,yes,no,cellular,17,jul,125,2,-1,0,unknown,no
43,technician,single,secondary,no,28,yes,no,unknown,14,may,2241,4,-1,0,unknown,no
25,management,single,tertiary,no,289,no,no,cellular,5,jun,604,1,-1,0,unknown,no
35,management,married,tertiary,no,122,no,no,cellular,7,jul,179,4,-1,0,unknown,no
42,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
37,admin.,divorced,secondary,no,0,no,no,cellular,24,jul,91,1,-1,0,unknown,no
45,admin.,married,secondary,no,285,no,no,cellular,6,feb,8,5,-1,0,unknown,no
37,blue-collar,married,primary,no,3154,yes,no,unknown,16,jun,265,3,-1,0,unknown,no
46,services,married,tertiary,no,523,yes,no,cellular,17,apr,172,1,-1,0,unknown,no
28,technician,single,tertiary,no,230,yes,no,cellular,20,apr,505,3,-1,0,unknown,no
